date,isin,nav
2020-05-19,IE0004479642,5.8200
2020-05-20,IE0004479642,5.8470
2020-05-22,IE0004479642,5.8590
2020-05-25,IE0004479642,5.8850
2020-05-26,IE0004479642,5.8190
2020-05-27,IE0004479642,5.8300
2020-05-28,IE0004479642,5.9060
2020-05-29,IE0004479642,5.9100
2020-06-03,IE0004479642,5.9280
2020-06-04,IE0004479642,5.8230
2020-06-05,IE0004479642,5.8830
2020-06-08,IE0004479642,5.9280
2020-06-09,IE0004479642,5.8950
2020-06-10,IE0004479642,5.8960
2020-06-11,IE0004479642,5.6990
2020-06-12,IE0004479642,5.7390
2020-06-15,IE0004479642,5.7650
2020-06-16,IE0004479642,5.8770
2020-06-17,IE0004479642,5.9140
2020-06-18,IE0004479642,5.8790
2020-06-19,IE0004479642,5.9070
2020-06-22,IE0004479642,5.8720
2020-06-24,IE0004479642,5.7660
2020-06-25,IE0004479642,5.8240
2020-06-26,IE0004479642,5.7780
2020-06-29,IE0004479642,5.8030
2020-06-30,IE0004479642,5.8390
2020-07-01,IE0004479642,5.8760
2020-07-02,IE0004479642,5.9340
2020-07-03,IE0004479642,5.9180
2020-07-06,IE0004479642,5.9420
2020-07-07,IE0004479642,5.9340
2020-07-08,IE0004479642,5.9240
2020-07-09,IE0004479642,5.9170
2020-07-10,IE0004479642,5.9300
2020-07-13,IE0004479642,5.9280
2020-07-14,IE0004479642,5.9510
2020-07-15,IE0004479642,6.0150
2020-07-16,IE0004479642,5.9920
2020-07-17,IE0004479642,6.0780
2020-07-20,IE0004479642,6.0850
2020-07-21,IE0004479642,6.0730
2020-07-22,IE0004479642,6.0790
2020-07-23,IE0004479642,6.0810
2020-07-24,IE0004479642,6.0110
2020-07-27,IE0004479642,5.9710
2020-07-28,IE0004479642,6.0280
2020-07-29,IE0004479642,6.0530
2020-07-30,IE0004479642,6.0370
2020-07-31,IE0004479642,5.9800
2020-08-04,IE0004479642,6.0340
2020-08-05,IE0004479642,5.9710
2020-08-06,IE0004479642,5.9470
2020-08-07,IE0004479642,5.9850
2020-08-10,IE0004479642,5.9750
2020-08-11,IE0004479642,5.9740
2020-08-12,IE0004479642,6.0330
2020-08-13,IE0004479642,6.0090
2020-08-14,IE0004479642,5.9750
2020-08-17,IE0004479642,5.9990
2020-08-18,IE0004479642,5.9670
2020-08-19,IE0004479642,5.9880
2020-08-20,IE0004479642,5.9750
2020-08-21,IE0004479642,5.9900
2020-08-24,IE0004479642,6.0120
2020-08-25,IE0004479642,6.0040
2020-08-26,IE0004479642,6.0050
2020-08-27,IE0004479642,6.0020
2020-08-28,IE0004479642,5.9560
2020-08-31,IE0004479642,5.9480
2020-09-01,IE0004479642,5.9290
2020-09-02,IE0004479642,6.0650
2020-09-03,IE0004479642,5.9590
2020-09-04,IE0004479642,5.9140
2020-09-07,IE0004479642,5.9480
2020-09-08,IE0004479642,5.8940
2020-09-09,IE0004479642,5.9710
2020-09-10,IE0004479642,5.9010
2020-09-11,IE0004479642,5.9330
2020-09-14,IE0004479642,5.9620
2020-09-15,IE0004479642,5.9870
2020-09-16,IE0004479642,6.0040
2020-09-17,IE0004479642,5.9920
2020-09-18,IE0004479642,5.9430
2020-09-21,IE0004479642,5.9090
2020-09-22,IE0004479642,5.9260
2020-09-23,IE0004479642,5.9010
2020-09-24,IE0004479642,5.8730
2020-09-25,IE0004479642,5.9330
2020-09-28,IE0004479642,5.9630
2020-09-29,IE0004479642,5.9210
2020-09-30,IE0004479642,5.9790
2020-10-01,IE0004479642,5.9890
2020-10-02,IE0004479642,5.9830
2020-10-05,IE0004479642,6.0240
2020-10-06,IE0004479642,5.9800
2020-10-07,IE0004479642,6.0370
2020-10-08,IE0004479642,6.0930
2020-10-09,IE0004479642,6.1070
2020-10-12,IE0004479642,6.1410
2020-10-13,IE0004479642,6.1570
2020-10-14,IE0004479642,6.1310
2020-10-15,IE0004479642,6.0790
2020-10-16,IE0004479642,6.1150
2020-10-19,IE0004479642,6.0410
2020-10-20,IE0004479642,6.0170
2020-10-21,IE0004479642,5.9670
2020-10-22,IE0004479642,6.0030
2020-10-23,IE0004479642,6.0100
2020-10-27,IE0004479642,5.9600
2020-10-28,IE0004479642,5.8250
2020-10-29,IE0004479642,5.8240
2020-10-30,IE0004479642,5.7970
2020-11-02,IE0004479642,5.8810
2020-11-03,IE0004479642,5.9480
2020-11-04,IE0004479642,6.1070
2020-11-05,IE0004479642,6.0990
2020-11-06,IE0004479642,6.0810
2020-11-09,IE0004479642,6.1030
2020-11-10,IE0004479642,6.1220
2020-11-11,IE0004479642,6.1970
2020-11-12,IE0004479642,6.1410
2020-11-13,IE0004479642,6.1940
2020-11-16,IE0004479642,6.1760
2020-11-17,IE0004479642,6.1180
2020-11-18,IE0004479642,6.0510
2020-11-19,IE0004479642,6.0520
2020-11-20,IE0004479642,6.0280
2020-11-23,IE0004479642,6.0120
2020-11-24,IE0004479642,5.9990
2020-11-25,IE0004479642,5.9900
2020-11-26,IE0004479642,5.9950
2020-11-27,IE0004479642,6.0010
2020-11-30,IE0004479642,5.9920
2020-12-01,IE0004479642,5.9930
2020-12-02,IE0004479642,5.9820
2020-12-03,IE0004479642,5.9310
2020-12-04,IE0004479642,5.9760
2020-12-07,IE0004479642,5.9690
2020-12-09,IE0004479642,6.0010
2020-12-10,IE0004479642,5.9920
2020-12-11,IE0004479642,5.9800
2020-12-14,IE0004479642,5.9310
2020-12-15,IE0004479642,5.9580
2020-12-16,IE0004479642,5.9630
2020-12-17,IE0004479642,5.9760
2020-12-18,IE0004479642,5.9740
2020-12-21,IE0004479642,5.9060
2020-12-22,IE0004479642,5.9170
2020-12-23,IE0004479642,5.9210
2020-12-24,IE0004479642,5.9330
2020-12-30,IE0004479642,5.9470
2020-12-31,IE0004479642,5.9880
2021-01-04,IE0004479642,5.9720
2021-01-05,IE0004479642,5.9710
2021-01-07,IE0004479642,6.0890
2021-01-08,IE0004479642,6.1400
2021-01-11,IE0004479642,6.1830
2021-01-12,IE0004479642,6.1500
2021-01-13,IE0004479642,6.1790
2021-01-14,IE0004479642,6.1660
2021-01-15,IE0004479642,6.1820
2021-01-18,IE0004479642,6.1970
2021-01-19,IE0004479642,6.1850
2021-01-20,IE0004479642,6.2200
2021-01-21,IE0004479642,6.1920
2021-01-22,IE0004479642,6.1780
2021-01-25,IE0004479642,6.2230
2021-01-26,IE0004479642,6.2110
2021-01-27,IE0004479642,6.0830
2021-01-28,IE0004479642,6.1150
2021-01-29,IE0004479642,6.0470
2021-02-01,IE0004479642,6.1070
2021-02-02,IE0004479642,6.1650
2021-02-03,IE0004479642,6.1750
2021-02-04,IE0004479642,6.2090
2021-02-05,IE0004479642,6.2090
2021-02-08,IE0004479642,6.2130
2021-02-09,IE0004479642,6.2040
2021-02-10,IE0004479642,6.1770
2021-02-11,IE0004479642,6.1700
2021-02-12,IE0004479642,6.2040
2021-02-15,IE0004479642,6.2120
2021-02-16,IE0004479642,6.2080
2021-02-17,IE0004479642,6.2180
2021-02-18,IE0004479642,6.1620
2021-02-19,IE0004479642,6.0880
2021-02-22,IE0004479642,6.0360
2021-02-23,IE0004479642,6.0280
2021-02-24,IE0004479642,6.0360
2021-02-25,IE0004479642,5.9590
2021-02-26,IE0004479642,5.8980
2021-03-01,IE0004479642,6.0170
2021-03-02,IE0004479642,5.9880
2021-03-03,IE0004479642,5.9240
2021-03-04,IE0004479642,5.8870
2021-03-05,IE0004479642,6.0010
2021-03-08,IE0004479642,6.0180
2021-03-09,IE0004479642,6.0660
2021-03-10,IE0004479642,6.1030
2021-03-11,IE0004479642,6.0990
2021-03-12,IE0004479642,6.1160
2021-03-15,IE0004479642,6.1310
2021-03-16,IE0004479642,6.1560
2021-03-18,IE0004479642,6.0920
2021-03-19,IE0004479642,6.1090
2021-03-22,IE0004479642,6.1260
2021-03-23,IE0004479642,6.1000
2021-03-24,IE0004479642,6.0740
2021-03-25,IE0004479642,6.1400
2021-03-26,IE0004479642,6.2090
2021-03-29,IE0004479642,6.2430
2021-03-30,IE0004479642,6.2380
2021-03-31,IE0004479642,6.2250
2021-04-01,IE0004479642,6.2140
2021-04-06,IE0004479642,6.2450
2021-04-07,IE0004479642,6.2020
2021-04-08,IE0004479642,6.2300
2021-04-09,IE0004479642,6.2580
2021-04-12,IE0004479642,6.2500
2021-04-13,IE0004479642,6.2560
2021-04-14,IE0004479642,6.2500
2021-04-15,IE0004479642,6.3240
2021-04-16,IE0004479642,6.3450
2021-04-19,IE0004479642,6.3400
2021-04-20,IE0004479642,6.3300
2021-04-21,IE0004479642,6.3700
2021-04-22,IE0004479642,6.3790
2021-04-23,IE0004479642,6.3790
2021-04-26,IE0004479642,6.3400
2021-04-27,IE0004479642,6.3190
2021-04-28,IE0004479642,6.3180
2021-04-29,IE0004479642,6.3090
2021-04-30,IE0004479642,6.3280
2021-05-04,IE0004479642,6.3200
2021-05-05,IE0004479642,6.3250
2021-05-06,IE0004479642,6.3280
2021-05-07,IE0004479642,6.3230
2021-05-10,IE0004479642,6.3240
2021-05-11,IE0004479642,6.2460
2021-05-12,IE0004479642,6.2320
2021-05-14,IE0004479642,6.3090
2021-05-17,IE0004479642,6.3160
2021-05-18,IE0004479642,6.2970
2021-05-19,IE0004479642,6.2730
2021-05-20,IE0004479642,6.3350
2021-05-21,IE0004479642,6.3600
2021-05-25,IE0004479642,6.3430
2021-05-26,IE0004479642,6.3420
2021-05-27,IE0004479642,6.3340
2021-05-28,IE0004479642,6.3660
2021-05-31,IE0004479642,6.3450
2021-06-01,IE0004479642,6.3120
2021-06-03,IE0004479642,6.3540
2021-06-04,IE0004479642,6.3650
2021-06-08,IE0004479642,6.3970
2021-06-09,IE0004479642,6.4360
2021-06-10,IE0004479642,6.4900
2021-06-11,IE0004479642,6.5030
2021-06-14,IE0004479642,6.4970
2021-06-15,IE0004479642,6.5090
2021-06-16,IE0004479642,6.4920
2021-06-17,IE0004479642,6.5560
2021-06-18,IE0004479642,6.5300
2021-06-21,IE0004479642,6.5450
2021-06-22,IE0004479642,6.5790
2021-06-24,IE0004479642,6.5690
2021-06-25,IE0004479642,6.5780
2021-06-28,IE0004479642,6.5950
2021-06-29,IE0004479642,6.5890
2021-06-30,IE0004479642,6.5890
2021-07-01,IE0004479642,6.6110
2021-07-02,IE0004479642,6.6310
2021-07-05,IE0004479642,6.6120
2021-07-06,IE0004479642,6.6190
2021-07-07,IE0004479642,6.6530
2021-07-08,IE0004479642,6.5890
2021-07-09,IE0004479642,6.6030
2021-07-12,IE0004479642,6.6300
2021-07-13,IE0004479642,6.6410
2021-07-14,IE0004479642,6.6270
2021-07-15,IE0004479642,6.5920
2021-07-16,IE0004479642,6.5960
2021-07-19,IE0004479642,6.5460
2021-07-20,IE0004479642,6.6150
2021-07-21,IE0004479642,6.6040
2021-07-22,IE0004479642,6.6360
2021-07-23,IE0004479642,6.6960
2021-07-26,IE0004479642,6.6200
2021-07-27,IE0004479642,6.6100
2021-07-28,IE0004479642,6.6650
2021-07-29,IE0004479642,6.6470
2021-07-30,IE0004479642,6.6480
2021-08-03,IE0004479642,6.7200
2021-08-04,IE0004479642,6.7250
2021-08-05,IE0004479642,6.7240
2021-08-06,IE0004479642,6.7270
2021-08-09,IE0004479642,6.7420
2021-08-10,IE0004479642,6.7480
2021-08-11,IE0004479642,6.7010
2021-08-12,IE0004479642,6.7320
2021-08-13,IE0004479642,6.7370
2021-08-16,IE0004479642,6.7810
2021-08-17,IE0004479642,6.8800
2021-08-18,IE0004479642,6.8430
2021-08-19,IE0004479642,6.8610
2021-08-20,IE0004479642,6.8870
2021-08-23,IE0004479642,6.8880
2021-08-24,IE0004479642,6.8700
2021-08-25,IE0004479642,6.8580
2021-08-26,IE0004479642,6.8330
2021-08-27,IE0004479642,6.8330
2021-08-30,IE0004479642,6.8540
2021-08-31,IE0004479642,6.8440
2021-09-01,IE0004479642,6.8450
2021-09-02,IE0004479642,6.9050
2021-09-03,IE0004479642,6.8970
2021-09-06,IE0004479642,6.9230
2021-09-07,IE0004479642,6.8760
2021-09-08,IE0004479642,6.8690
2021-09-09,IE0004479642,6.8130
2021-09-10,IE0004479642,6.7350
2021-09-13,IE0004479642,6.6980
2021-09-14,IE0004479642,6.7010
2021-09-15,IE0004479642,6.7140
2021-09-16,IE0004479642,6.7300
2021-09-17,IE0004479642,6.7540
2021-09-20,IE0004479642,6.7220
2021-09-21,IE0004479642,6.7480
2021-09-22,IE0004479642,6.7410
2021-09-23,IE0004479642,6.7780
2021-09-24,IE0004479642,6.7540
2021-09-27,IE0004479642,6.6920
2021-09-28,IE0004479642,6.5970
2021-09-29,IE0004479642,6.6430
2021-09-30,IE0004479642,6.6400
2021-10-01,IE0004479642,6.6180
2021-10-04,IE0004479642,6.5390
2021-10-05,IE0004479642,6.5750
2021-10-06,IE0004479642,6.5750
2021-10-07,IE0004479642,6.6360
2021-10-08,IE0004479642,6.6020
2021-10-11,IE0004479642,6.5800
2021-10-12,IE0004479642,6.5720
2021-10-13,IE0004479642,6.5650
2021-10-14,IE0004479642,6.6290
2021-10-15,IE0004479642,6.6490
2021-10-18,IE0004479642,6.6040
2021-10-19,IE0004479642,6.6440
2021-10-20,IE0004479642,6.6910
2021-10-21,IE0004479642,6.7040
2021-10-22,IE0004479642,6.7240
2021-10-26,IE0004479642,6.7690
2021-10-27,IE0004479642,6.7170
2021-10-28,IE0004479642,6.7110
2021-10-29,IE0004479642,6.7790
2021-11-02,IE0004479642,6.8500
2021-11-03,IE0004479642,6.8800
2021-11-04,IE0004479642,6.8990
2021-11-05,IE0004479642,6.8800
2021-11-08,IE0004479642,6.8810
2021-11-09,IE0004479642,6.8480
2021-11-10,IE0004479642,6.8690
2021-11-11,IE0004479642,6.8740
2021-11-12,IE0004479642,6.8830
2021-11-15,IE0004479642,6.8690
2021-11-16,IE0004479642,6.9130
2021-11-17,IE0004479642,6.9340
2021-11-18,IE0004479642,6.8660
2021-11-19,IE0004479642,6.8580
2021-11-22,IE0004479642,6.8470
2021-11-23,IE0004479642,6.7860
2021-11-24,IE0004479642,6.8290
2021-11-25,IE0004479642,6.8320
2021-11-26,IE0004479642,6.7250
2021-11-29,IE0004479642,6.7280
2021-11-30,IE0004479642,6.6500
2021-12-01,IE0004479642,6.6220
2021-12-02,IE0004479642,6.6330
2021-12-03,IE0004479642,6.6140
2021-12-06,IE0004479642,6.6270
2021-12-07,IE0004479642,6.7310
2021-12-09,IE0004479642,6.7370
2021-12-10,IE0004479642,6.7130
2021-12-13,IE0004479642,6.7670
2021-12-14,IE0004479642,6.7220
2021-12-15,IE0004479642,6.8370
2021-12-16,IE0004479642,6.8710
2021-12-17,IE0004479642,6.8810
2021-12-20,IE0004479642,6.8280
2021-12-21,IE0004479642,6.9050
2021-12-22,IE0004479642,6.9430
2021-12-23,IE0004479642,6.9750
2021-12-24,IE0004479642,6.9650
2021-12-29,IE0004479642,6.9650
2021-12-30,IE0004479642,7.0120
2021-12-31,IE0004479642,6.9720
2022-01-03,IE0004479642,6.9720
2022-01-04,IE0004479642,6.8540
2022-01-05,IE0004479642,6.7400
2022-01-07,IE0004479642,6.5700
2022-01-10,IE0004479642,6.5900
2022-01-11,IE0004479642,6.6540
2022-01-12,IE0004479642,6.5900
2022-01-13,IE0004479642,6.4730
2022-01-14,IE0004479642,6.4560
2022-01-17,IE0004479642,6.4940
2022-01-18,IE0004479642,6.4050
2022-01-19,IE0004479642,6.3870
2022-01-20,IE0004479642,6.3910
2022-01-21,IE0004479642,6.3000
2022-01-24,IE0004479642,6.2220
2022-01-25,IE0004479642,6.2100
2022-01-26,IE0004479642,6.1950
2022-01-27,IE0004479642,6.2310
2022-01-28,IE0004479642,6.3180
2022-01-31,IE0004479642,6.3780
2022-02-01,IE0004479642,6.3930
2022-02-02,IE0004479642,6.4160
2022-02-03,IE0004479642,6.3200
2022-02-04,IE0004479642,6.2960
2022-02-07,IE0004479642,6.3120
2022-02-08,IE0004479642,6.3410
2022-02-09,IE0004479642,6.4270
2022-02-10,IE0004479642,6.3430
2022-02-11,IE0004479642,6.2950
2022-02-14,IE0004479642,6.2570
2022-02-15,IE0004479642,6.3390
2022-02-16,IE0004479642,6.3300
2022-02-17,IE0004479642,6.2320
2022-02-18,IE0004479642,6.1910
2022-02-21,IE0004479642,6.1910
2022-02-22,IE0004479642,6.1940
2022-02-23,IE0004479642,6.1550
2022-02-24,IE0004479642,6.2670
2022-02-25,IE0004479642,6.3780
2022-02-28,IE0004479642,6.3720
2022-03-01,IE0004479642,6.3980
2022-03-02,IE0004479642,6.4840
2022-03-03,IE0004479642,6.4590
2022-03-04,IE0004479642,6.5100
2022-03-07,IE0004479642,6.4250
2022-03-08,IE0004479642,6.3260
2022-03-09,IE0004479642,6.3740
2022-03-10,IE0004479642,6.3740
2022-03-11,IE0004479642,6.3680
2022-03-14,IE0004479642,6.3630
2022-03-15,IE0004479642,6.4400
2022-03-16,IE0004479642,6.5430
2022-03-21,IE0004479642,6.6710
2022-03-22,IE0004479642,6.6960
2022-03-23,IE0004479642,6.6240
2022-03-24,IE0004479642,6.6720
2022-03-25,IE0004479642,6.6930
2022-03-28,IE0004479642,6.7280
2022-03-29,IE0004479642,6.7310
2022-03-30,IE0004479642,6.7100
2022-03-31,IE0004479642,6.6780
2022-04-01,IE0004479642,6.7620
2022-04-04,IE0004479642,6.7860
2022-04-05,IE0004479642,6.8390
2022-04-06,IE0004479642,6.8880
2022-04-07,IE0004479642,7.0050
2022-04-08,IE0004479642,7.0610
2022-04-11,IE0004479642,6.9510
2022-04-12,IE0004479642,6.8900
2022-04-13,IE0004479642,6.9290
2022-04-14,IE0004479642,6.9560
2022-04-19,IE0004479642,6.8770
2022-04-20,IE0004479642,6.8930
2022-04-21,IE0004479642,6.8170
2022-04-22,IE0004479642,6.6300
2022-04-26,IE0004479642,6.5830
2022-04-27,IE0004479642,6.6440
2022-04-28,IE0004479642,6.6800
2022-04-29,IE0004479642,6.5980
2022-05-03,IE0004479642,6.5750
2022-05-04,IE0004479642,6.6140
2022-05-05,IE0004479642,6.5350
2022-05-06,IE0004479642,6.4270
2022-05-10,IE0004479642,6.2610
2022-05-11,IE0004479642,6.2230
2022-05-12,IE0004479642,6.3070
2022-05-13,IE0004479642,6.4350
2022-05-16,IE0004479642,6.4780
2022-05-17,IE0004479642,6.4930
2022-05-18,IE0004479642,6.3760
2022-05-19,IE0004479642,6.3390
2022-05-20,IE0004479642,6.4280
2022-05-23,IE0004479642,6.4380
2022-05-24,IE0004479642,6.3800
2022-05-25,IE0004479642,6.4150
2022-05-27,IE0004479642,6.5290
2022-05-30,IE0004479642,6.5120
2022-05-31,IE0004479642,6.4330
2022-06-01,IE0004479642,6.3630
2022-06-03,IE0004479642,6.3420
2022-06-07,IE0004479642,6.4150
2022-06-08,IE0004479642,6.4060
2022-06-09,IE0004479642,6.3190
2022-06-10,IE0004479642,6.2380
2022-06-13,IE0004479642,6.1050
2022-06-14,IE0004479642,6.0340
2022-06-15,IE0004479642,6.0980
2022-06-16,IE0004479642,5.9630
2022-06-17,IE0004479642,6.0260
2022-06-20,IE0004479642,6.0060
2022-06-21,IE0004479642,6.0970
2022-06-22,IE0004479642,6.1590
2022-06-24,IE0004479642,6.4380
2022-06-27,IE0004479642,6.4480
2022-06-28,IE0004479642,6.4120
2022-06-29,IE0004479642,6.4580
2022-06-30,IE0004479642,6.4430
2022-07-01,IE0004479642,6.5290
2022-07-04,IE0004479642,6.5370
2022-07-05,IE0004479642,6.6160
2022-07-06,IE0004479642,6.7210
2022-07-07,IE0004479642,6.7830
2022-07-08,IE0004479642,6.8010
2022-07-11,IE0004479642,6.8260
2022-07-12,IE0004479642,6.7760
2022-07-13,IE0004479642,6.6880
2022-07-14,IE0004479642,6.6910
2022-07-15,IE0004479642,6.8010
2022-07-18,IE0004479642,6.6590
2022-07-19,IE0004479642,6.7190
2022-07-20,IE0004479642,6.7160
2022-07-21,IE0004479642,6.8060
2022-07-22,IE0004479642,6.7630
2022-07-25,IE0004479642,6.7600
2022-07-26,IE0004479642,6.8520
2022-07-27,IE0004479642,6.8880
2022-07-28,IE0004479642,6.9130
2022-07-29,IE0004479642,6.8530
2022-08-02,IE0004479642,6.7900
2022-08-03,IE0004479642,6.8580
2022-08-04,IE0004479642,6.8090
2022-08-05,IE0004479642,6.8410
2022-08-08,IE0004479642,6.8610
2022-08-09,IE0004479642,6.8160
2022-08-10,IE0004479642,6.8100
2022-08-11,IE0004479642,6.7850
2022-08-12,IE0004479642,6.8980
2022-08-16,IE0004479642,6.9530
2022-08-17,IE0004479642,6.9200
2022-08-18,IE0004479642,6.9080
2022-08-19,IE0004479642,6.9500
2022-08-22,IE0004479642,6.9450
2022-08-23,IE0004479642,6.8300
2022-08-24,IE0004479642,6.8660
2022-08-25,IE0004479642,6.9280
2022-08-26,IE0004479642,6.7570
2022-08-29,IE0004479642,6.6870
2022-08-30,IE0004479642,6.6330
2022-08-31,IE0004479642,6.5620
2022-09-01,IE0004479642,6.6560
2022-09-02,IE0004479642,6.5850
2022-09-05,IE0004479642,6.6260
2022-09-06,IE0004479642,6.6280
2022-09-07,IE0004479642,6.6700
2022-09-08,IE0004479642,6.8010
2022-09-09,IE0004479642,6.8210
2022-09-12,IE0004479642,6.8270
2022-09-13,IE0004479642,6.6920
2022-09-14,IE0004479642,6.6700
2022-09-15,IE0004479642,6.6930
2022-09-16,IE0004479642,6.6160
2022-09-19,IE0004479642,6.5810
2022-09-20,IE0004479642,6.5330
2022-09-21,IE0004479642,6.5140
2022-09-22,IE0004479642,6.5010
2022-09-23,IE0004479642,6.5060
2022-09-26,IE0004479642,6.4830
2022-09-27,IE0004479642,6.5070
2022-09-28,IE0004479642,6.6450
2022-09-29,IE0004479642,6.5300
2022-09-30,IE0004479642,6.4930
2022-10-03,IE0004479642,6.5500
2022-10-04,IE0004479642,6.6200
2022-10-05,IE0004479642,6.6760
2022-10-06,IE0004479642,6.6500
2022-10-07,IE0004479642,6.5770
2022-10-10,IE0004479642,6.5380
2022-10-11,IE0004479642,6.5400
2022-10-12,IE0004479642,6.5280
2022-10-13,IE0004479642,6.5880
2022-10-14,IE0004479642,6.5600
2022-10-17,IE0004479642,6.6120
2022-10-18,IE0004479642,6.6320
2022-10-19,IE0004479642,6.5790
2022-10-20,IE0004479642,6.5050
2022-10-21,IE0004479642,6.6000
2022-10-24,IE0004479642,6.6400
2022-10-25,IE0004479642,6.6850
2022-10-26,IE0004479642,6.7250
2022-10-27,IE0004479642,6.6950
2022-10-28,IE0004479642,6.7980
2022-11-02,IE0004479642,6.8260
2022-11-03,IE0004479642,6.8410
2022-11-04,IE0004479642,6.7650
2022-11-07,IE0004479642,6.7290
2022-11-08,IE0004479642,6.7340
2022-11-09,IE0004479642,6.7100
2022-11-10,IE0004479642,6.7990
2022-11-11,IE0004479642,6.6760
2022-11-14,IE0004479642,6.6270
2022-11-15,IE0004479642,6.6210
2022-11-16,IE0004479642,6.5860
2022-11-17,IE0004479642,6.5910
2022-11-18,IE0004479642,6.6510
2022-11-21,IE0004479642,6.7090
2022-11-22,IE0004479642,6.7450
2022-11-23,IE0004479642,6.7380
2022-11-24,IE0004479642,6.7270
2022-11-25,IE0004479642,6.7490
2022-11-28,IE0004479642,6.7340
2022-11-29,IE0004479642,6.7250
2022-11-30,IE0004479642,6.8790
2022-12-01,IE0004479642,6.8450
2022-12-02,IE0004479642,6.8510
2022-12-05,IE0004479642,6.7690
2022-12-06,IE0004479642,6.7180
2022-12-07,IE0004479642,6.7490
2022-12-09,IE0004479642,6.7260
2022-12-12,IE0004479642,6.7720
2022-12-13,IE0004479642,6.7510
2022-12-14,IE0004479642,6.7620
2022-12-15,IE0004479642,6.6490
2022-12-16,IE0004479642,6.5960
2022-12-19,IE0004479642,6.5670
2022-12-20,IE0004479642,6.5380
2022-12-21,IE0004479642,6.6120
2022-12-22,IE0004479642,6.6170
2022-12-23,IE0004479642,6.5970
2022-12-28,IE0004479642,6.5970
2022-12-29,IE0004479642,6.5740
2022-12-30,IE0004479642,6.5610
2023-01-02,IE0004479642,6.5610
2023-01-03,IE0004479642,6.6010
2023-01-04,IE0004479642,6.5880
2023-01-05,IE0004479642,6.5550
2023-01-09,IE0004479642,6.4420
2023-01-10,IE0004479642,6.4640
2023-01-11,IE0004479642,6.4840
2023-01-12,IE0004479642,6.4760
2023-01-13,IE0004479642,6.4890
2023-01-16,IE0004479642,6.5050
2023-01-17,IE0004479642,6.4910
2023-01-18,IE0004479642,6.4420
2023-01-19,IE0004479642,6.4500
2023-01-20,IE0004479642,6.4450
2023-01-23,IE0004479642,6.4440
2023-01-24,IE0004479642,6.4080
2023-01-25,IE0004479642,6.4000
2023-01-26,IE0004479642,6.4200
2023-01-27,IE0004479642,6.4010
2023-01-30,IE0004479642,6.3510
2023-01-31,IE0004479642,6.3920
2023-02-01,IE0004479642,6.3870
2023-02-02,IE0004479642,6.3360
2023-02-03,IE0004479642,6.3590
2023-02-07,IE0004479642,6.4460
2023-02-08,IE0004479642,6.4420
2023-02-09,IE0004479642,6.4000
2023-02-10,IE0004479642,6.4570
2023-02-13,IE0004479642,6.4800
2023-02-14,IE0004479642,6.4750
2023-02-15,IE0004479642,6.4740
2023-02-16,IE0004479642,6.4400
2023-02-17,IE0004479642,6.4750
2023-02-20,IE0004479642,6.4760
2023-02-21,IE0004479642,6.4090
2023-02-22,IE0004479642,6.4210
2023-02-23,IE0004479642,6.4390
2023-02-24,IE0004479642,6.3990
2023-02-27,IE0004479642,6.3510
2023-02-28,IE0004479642,6.3030
2023-03-01,IE0004479642,6.2520
2023-03-02,IE0004479642,6.3050
2023-03-03,IE0004479642,6.3810
2023-03-06,IE0004479642,6.3400
2023-03-07,IE0004479642,6.3120
2023-03-08,IE0004479642,6.2900
2023-03-09,IE0004479642,6.2490
2023-03-10,IE0004479642,6.1350
2023-03-13,IE0004479642,6.1550
2023-03-14,IE0004479642,6.1990
2023-03-15,IE0004479642,6.2810
2023-03-16,IE0004479642,6.3010
2023-03-20,IE0004479642,6.2510
2023-03-21,IE0004479642,6.2600
2023-03-22,IE0004479642,6.2030
2023-03-23,IE0004479642,6.1370
2023-03-24,IE0004479642,6.2300
2023-03-27,IE0004479642,6.2920
2023-03-28,IE0004479642,6.2420
2023-03-29,IE0004479642,6.2480
2023-03-30,IE0004479642,6.2410
2023-03-31,IE0004479642,6.3050
2023-04-03,IE0004479642,6.3460
2023-04-04,IE0004479642,6.3240
2023-04-05,IE0004479642,6.4180
2023-04-06,IE0004479642,6.4580
2023-04-11,IE0004479642,6.4890
2023-04-12,IE0004479642,6.4780
2023-04-13,IE0004479642,6.5120
2023-04-14,IE0004479642,6.5090
2023-04-17,IE0004479642,6.5510
2023-04-18,IE0004479642,6.5170
2023-04-19,IE0004479642,6.5060
2023-04-20,IE0004479642,6.4730
2023-04-21,IE0004479642,6.5140
2023-04-24,IE0004479642,6.5170
2023-04-26,IE0004479642,6.3940
2023-04-27,IE0004479642,6.4270
2023-04-28,IE0004479642,6.4610
2023-05-02,IE0004479642,6.5090
2023-05-03,IE0004479642,6.5100
2023-05-04,IE0004479642,6.5090
2023-05-05,IE0004479642,6.5420
2023-05-08,IE0004479642,6.5470
2023-05-10,IE0004479642,6.5500
2023-05-11,IE0004479642,6.5670
2023-05-12,IE0004479642,6.5960
2023-05-15,IE0004479642,6.6080
2023-05-16,IE0004479642,6.5700
2023-05-17,IE0004479642,6.5700
2023-05-19,IE0004479642,6.6010
2023-05-22,IE0004479642,6.6150
2023-05-23,IE0004479642,6.5720
2023-05-24,IE0004479642,6.5140
2023-05-25,IE0004479642,6.4580
2023-05-26,IE0004479642,6.4660
2023-05-30,IE0004479642,6.4090
2023-05-31,IE0004479642,6.4670
